Transaction ID,Fraud Score,Flagged,Reasons
322,0,False,Invalid submission date format
323,0,False,Invalid submission date format
324,0,False,Invalid submission date format
325,0,False,Invalid submission date format
326,0,False,Invalid submission date format
327,0,False,Invalid submission date format
328,0,False,Invalid submission date format
329,0,False,Invalid submission date format
330,0,False,Invalid submission date format
331,0,False,Invalid submission date format
332,0,False,Invalid submission date format
333,0,False,Invalid submission date format
334,0,False,Invalid submission date format
335,0,False,Invalid submission date format
336,0,False,Invalid submission date format
337,0,False,Invalid submission date format
338,0,False,Invalid submission date format
339,0,False,Invalid submission date format
340,0,False,Invalid submission date format
341,0,False,Invalid submission date format
342,0,False,Invalid submission date format
343,0,False,Invalid submission date format
344,0,False,Invalid submission date format
345,0,False,Invalid submission date format
346,0,False,Invalid submission date format
347,0,False,Invalid submission date format
348,0,False,Invalid submission date format
349,0,False,Invalid submission date format
350,0,False,Invalid submission date format
351,0,False,Invalid submission date format
352,0,False,Invalid submission date format
353,0,False,Invalid submission date format
354,0,False,Invalid submission date format
355,0,False,Invalid submission date format
356,0,False,Invalid submission date format
357,0,False,Invalid submission date format
358,0,False,Invalid submission date format
359,0,False,Invalid submission date format
360,0,False,Invalid submission date format
361,0,False,Invalid submission date format
362,0,False,Invalid submission date format
363,0,False,Invalid submission date format
364,0,False,Invalid submission date format
365,0,False,Invalid submission date format
366,0,False,Invalid submission date format
367,0,False,Invalid submission date format
368,0,False,Invalid submission date format
369,0,False,Invalid submission date format
370,0,False,Invalid submission date format
371,0,False,Invalid submission date format
372,0,False,Invalid submission date format
373,0,False,Invalid submission date format
374,0,False,Invalid submission date format
375,0,False,Invalid submission date format
376,0,False,Invalid submission date format
377,0,False,Invalid submission date format
378,0,False,Invalid submission date format
379,0,False,Invalid submission date format
380,0,False,Invalid submission date format
381,0,False,Invalid submission date format
382,0,False,Invalid submission date format
383,0,False,Invalid submission date format
384,0,False,Invalid submission date format
385,0,False,Invalid submission date format
386,0,False,Invalid submission date format
387,0,False,Invalid submission date format
388,0,False,Invalid submission date format
389,0,False,Invalid submission date format
390,0,False,Invalid submission date format
391,0,False,Invalid submission date format
392,0,False,Invalid submission date format
393,0,False,Invalid submission date format
394,0,False,Invalid submission date format
395,0,False,Invalid submission date format
396,0,False,Invalid submission date format
397,0,False,Invalid submission date format
398,0,False,Invalid submission date format
399,0,False,Invalid submission date format
400,0,False,Invalid submission date format
401,0,False,Invalid submission date format
402,0,False,Invalid submission date format
403,0,False,Invalid submission date format
404,0,False,Invalid submission date format
405,0,False,Invalid submission date format
406,0,False,Invalid submission date format
407,0,False,Invalid submission date format
408,0,False,Invalid submission date format
409,0,False,Invalid submission date format
410,0,False,Invalid submission date format
411,0,False,Invalid submission date format
412,0,False,Invalid submission date format
413,0,False,Invalid submission date format
414,0,False,Invalid submission date format
415,0,False,Invalid submission date format
416,0,False,Invalid submission date format
417,0,False,Invalid submission date format
418,0,False,Invalid submission date format
419,0,False,Invalid submission date format
420,0,False,Invalid submission date format
421,0,False,Invalid submission date format
422,0,False,Invalid submission date format
423,0,False,Invalid submission date format
424,0,False,Invalid submission date format
425,0,False,Invalid submission date format
426,0,False,Invalid submission date format
427,0,False,Invalid submission date format
428,0,False,Invalid submission date format
429,0,False,Invalid submission date format
430,0,False,Invalid submission date format
431,0,False,Invalid submission date format
432,0,False,Invalid submission date format
433,0,False,Invalid submission date format
434,0,False,Invalid submission date format
435,0,False,Invalid submission date format
436,0,False,Invalid submission date format
437,0,False,Invalid submission date format
438,0,False,Invalid submission date format
439,0,False,Invalid submission date format
440,0,False,Invalid submission date format
441,0,False,Invalid submission date format
442,0,False,Invalid submission date format
443,0,False,Invalid submission date format
444,0,False,Invalid submission date format
445,0,False,Invalid submission date format
446,0,False,Invalid submission date format
447,0,False,Invalid submission date format
448,0,False,Invalid submission date format
449,0,False,Invalid submission date format
450,0,False,Invalid submission date format
451,0,False,Invalid submission date format
452,0,False,Invalid submission date format
453,0,False,Invalid submission date format
454,0,False,Invalid submission date format
455,0,False,Invalid submission date format
456,0,False,Invalid submission date format
457,0,False,Invalid submission date format
458,0,False,Invalid submission date format
459,0,False,Invalid submission date format
460,0,False,Invalid submission date format
461,0,False,Invalid submission date format
462,0,False,Invalid submission date format
463,0,False,Invalid submission date format
464,0,False,Invalid submission date format
465,0,False,Invalid submission date format
466,0,False,Invalid submission date format
467,0,False,Invalid submission date format
468,0,False,Invalid submission date format
469,0,False,Invalid submission date format
470,0,False,Invalid submission date format
471,0,False,Invalid submission date format
472,0,False,Invalid submission date format
473,0,False,Invalid submission date format
474,0,False,Invalid submission date format
475,0,False,Invalid submission date format
476,0,False,Invalid submission date format
477,0,False,Invalid submission date format
478,0,False,Invalid submission date format
479,0,False,Invalid submission date format
480,0,False,Invalid submission date format
481,0,False,Invalid submission date format
482,0,False,Invalid submission date format
483,0,False,Invalid submission date format
484,0,False,Invalid submission date format
485,0,False,Invalid submission date format
486,0,False,Invalid submission date format
487,0,False,Invalid submission date format
488,0,False,Invalid submission date format
489,0,False,Invalid submission date format
490,0,False,Invalid submission date format
491,0,False,Invalid submission date format
492,0,False,Invalid submission date format
493,0,False,Invalid submission date format
494,0,False,Invalid submission date format
495,0,False,Invalid submission date format
496,0,False,Invalid submission date format
497,0,False,Invalid submission date format
498,0,False,Invalid submission date format
499,0,False,Invalid submission date format
500,0,False,Invalid submission date format
501,0,False,Invalid submission date format
502,0,False,Invalid submission date format
503,0,False,Invalid submission date format
504,0,False,Invalid submission date format
505,0,False,Invalid submission date format
506,0,False,Invalid submission date format
507,0,False,Invalid submission date format
508,0,False,Invalid submission date format
509,0,False,Invalid submission date format
510,0,False,Invalid submission date format
511,0,False,Invalid submission date format
512,0,False,Invalid submission date format
513,0,False,Invalid submission date format
514,0,False,Invalid submission date format
515,0,False,Invalid submission date format
516,0,False,Invalid submission date format
517,0,False,Invalid submission date format
518,0,False,Invalid submission date format
519,0,False,Invalid submission date format
520,0,False,Invalid submission date format
521,0,False,Invalid submission date format
522,0,False,Invalid submission date format
523,0,False,Invalid submission date format
524,0,False,Invalid submission date format
525,0,False,Invalid submission date format
526,0,False,Invalid submission date format
527,0,False,Invalid submission date format
528,0,False,Invalid submission date format
529,0,False,Invalid submission date format
530,0,False,Invalid submission date format
531,0,False,Invalid submission date format
532,0,False,Invalid submission date format
533,0,False,Invalid submission date format
534,0,False,Invalid submission date format
535,0,False,Invalid submission date format
536,0,False,Invalid submission date format
537,0,False,Invalid submission date format
538,0,False,Invalid submission date format
539,0,False,Invalid submission date format
540,0,False,Invalid submission date format
541,0,False,Invalid submission date format
542,0,False,Invalid submission date format
543,0,False,Invalid submission date format
544,0,False,Invalid submission date format
545,0,False,Invalid submission date format
546,0,False,Invalid submission date format
547,0,False,Invalid submission date format
548,0,False,Invalid submission date format
549,0,False,Invalid submission date format
550,0,False,Invalid submission date format
551,0,False,Invalid submission date format
552,0,False,Invalid submission date format
553,0,False,Invalid submission date format
554,0,False,Invalid submission date format
555,0,False,Invalid submission date format
556,0,False,Invalid submission date format
557,0,False,Invalid submission date format
558,0,False,Invalid submission date format
559,0,False,Invalid submission date format
560,0,False,Invalid submission date format
561,0,False,Invalid submission date format
562,0,False,Invalid submission date format
563,0,False,Invalid submission date format
564,0,False,Invalid submission date format
565,0,False,Invalid submission date format
566,0,False,Invalid submission date format
567,0,False,Invalid submission date format
568,0,False,Invalid submission date format
569,0,False,Invalid submission date format
570,0,False,Invalid submission date format
571,0,False,Invalid submission date format
572,0,False,Invalid submission date format
573,0,False,Invalid submission date format
574,0,False,Invalid submission date format
575,0,False,Invalid submission date format
576,0,False,Invalid submission date format
577,0,False,Invalid submission date format
578,0,False,Invalid submission date format
579,0,False,Invalid submission date format
580,0,False,Invalid submission date format
581,0,False,Invalid submission date format
582,0,False,Invalid submission date format
583,0,False,Invalid submission date format
584,0,False,Invalid submission date format
585,0,False,Invalid submission date format
586,0,False,Invalid submission date format
587,0,False,Invalid submission date format
588,0,False,Invalid submission date format
589,0,False,Invalid submission date format
590,0,False,Invalid submission date format
591,0,False,Invalid submission date format
592,0,False,Invalid submission date format
593,0,False,Invalid submission date format
594,0,False,Invalid submission date format
595,0,False,Invalid submission date format
596,0,False,Invalid submission date format
597,0,False,Invalid submission date format
598,0,False,Invalid submission date format
599,0,False,Invalid submission date format
600,0,False,Invalid submission date format
601,0,False,Invalid submission date format
602,0,False,Invalid submission date format
603,0,False,Invalid submission date format
604,0,False,Invalid submission date format
605,0,False,Invalid submission date format
606,0,False,Invalid submission date format
607,0,False,Invalid submission date format
608,0,False,Invalid submission date format
609,0,False,Invalid submission date format
610,0,False,Invalid submission date format
611,0,False,Invalid submission date format
612,0,False,Invalid submission date format
613,0,False,Invalid submission date format
614,0,False,Invalid submission date format
615,0,False,Invalid submission date format
616,0,False,Invalid submission date format
617,0,False,Invalid submission date format
618,0,False,Invalid submission date format
619,0,False,Invalid submission date format
620,0,False,Invalid submission date format
621,0,False,Invalid submission date format
622,0,False,Invalid submission date format
623,0,False,Invalid submission date format
624,0,False,Invalid submission date format
625,0,False,Invalid submission date format
626,0,False,Invalid submission date format
627,0,False,Invalid submission date format
628,0,False,Invalid submission date format
629,0,False,Invalid submission date format
630,0,False,Invalid submission date format
631,0,False,Invalid submission date format
632,0,False,Invalid submission date format
633,0,False,Invalid submission date format
634,0,False,Invalid submission date format
635,0,False,Invalid submission date format
636,0,False,Invalid submission date format
637,0,False,Invalid submission date format
638,0,False,Invalid submission date format
639,0,False,Invalid submission date format
640,0,False,Invalid submission date format
641,0,False,Invalid submission date format
642,0,False,Invalid submission date format
643,0,False,Invalid submission date format
644,0,False,Invalid submission date format
645,0,False,Invalid submission date format
646,0,False,Invalid submission date format
647,0,False,Invalid submission date format
648,0,False,Invalid submission date format
649,0,False,Invalid submission date format
650,0,False,Invalid submission date format
651,0,False,Invalid submission date format
652,0,False,Invalid submission date format
653,0,False,Invalid submission date format
654,0,False,Invalid submission date format
655,0,False,Invalid submission date format
656,0,False,Invalid submission date format
657,0,False,Invalid submission date format
658,0,False,Invalid submission date format
659,0,False,Invalid submission date format
660,0,False,Invalid submission date format
661,0,False,Invalid submission date format
662,0,False,Invalid submission date format
663,0,False,Invalid submission date format
664,0,False,Invalid submission date format
665,0,False,Invalid submission date format
666,0,False,Invalid submission date format
667,0,False,Invalid submission date format
668,0,False,Invalid submission date format
669,0,False,Invalid submission date format
670,0,False,Invalid submission date format
671,0,False,Invalid submission date format
672,0,False,Invalid submission date format
673,0,False,Invalid submission date format
674,0,False,Invalid submission date format
675,0,False,Invalid submission date format
676,0,False,Invalid submission date format
677,0,False,Invalid submission date format
678,0,False,Invalid submission date format
679,0,False,Invalid submission date format
680,0,False,Invalid submission date format
681,0,False,Invalid submission date format
682,0,False,Invalid submission date format
683,0,False,Invalid submission date format
684,0,False,Invalid submission date format
685,0,False,Invalid submission date format
686,0,False,Invalid submission date format
687,0,False,Invalid submission date format
688,0,False,Invalid submission date format
689,0,False,Invalid submission date format
690,0,False,Invalid submission date format
691,0,False,Invalid submission date format
692,0,False,Invalid submission date format
693,0,False,Invalid submission date format
694,0,False,Invalid submission date format
695,0,False,Invalid submission date format
696,0,False,Invalid submission date format
697,0,False,Invalid submission date format
698,0,False,Invalid submission date format
699,0,False,Invalid submission date format
700,0,False,Invalid submission date format
701,0,False,Invalid submission date format
702,0,False,Invalid submission date format
703,0,False,Invalid submission date format
704,0,False,Invalid submission date format
705,0,False,Invalid submission date format
706,0,False,Invalid submission date format
707,0,False,Invalid submission date format
708,0,False,Invalid submission date format
709,0,False,Invalid submission date format
710,0,False,Invalid submission date format
711,0,False,Invalid submission date format
712,0,False,Invalid submission date format
713,0,False,Invalid submission date format
714,0,False,Invalid submission date format
715,0,False,Invalid submission date format
716,0,False,Invalid submission date format
717,0,False,Invalid submission date format
718,0,False,Invalid submission date format
719,0,False,Invalid submission date format
720,0,False,Invalid submission date format
721,0,False,Invalid submission date format
722,0,False,Invalid submission date format
723,0,False,Invalid submission date format
724,0,False,Invalid submission date format
725,0,False,Invalid submission date format
726,0,False,Invalid submission date format
727,0,False,Invalid submission date format
728,0,False,Invalid submission date format
729,0,False,Invalid submission date format
730,0,False,Invalid submission date format
731,0,False,Invalid submission date format
732,0,False,Invalid submission date format
733,0,False,Invalid submission date format
734,0,False,Invalid submission date format
735,0,False,Invalid submission date format
736,0,False,Invalid submission date format
737,0,False,Invalid submission date format
738,0,False,Invalid submission date format
739,0,False,Invalid submission date format
740,0,False,Invalid submission date format
741,0,False,Invalid submission date format
742,0,False,Invalid submission date format
743,0,False,Invalid submission date format
744,0,False,Invalid submission date format
745,0,False,Invalid submission date format
746,0,False,Invalid submission date format
747,0,False,Invalid submission date format
748,0,False,Invalid submission date format
749,0,False,Invalid submission date format
750,0,False,Invalid submission date format
751,0,False,Invalid submission date format
752,0,False,Invalid submission date format
753,0,False,Invalid submission date format
754,0,False,Invalid submission date format
755,0,False,Invalid submission date format
756,0,False,Invalid submission date format
757,0,False,Invalid submission date format
758,0,False,Invalid submission date format
759,0,False,Invalid submission date format
760,0,False,Invalid submission date format
761,0,False,Invalid submission date format
762,0,False,Invalid submission date format
763,0,False,Invalid submission date format
764,0,False,Invalid submission date format
765,0,False,Invalid submission date format
766,0,False,Invalid submission date format
767,0,False,Invalid submission date format
768,0,False,Invalid submission date format
769,0,False,Invalid submission date format
770,0,False,Invalid submission date format
771,0,False,Invalid submission date format
772,0,False,Invalid submission date format
773,0,False,Invalid submission date format
774,0,False,Invalid submission date format
775,0,False,Invalid submission date format
776,0,False,Invalid submission date format
777,0,False,Invalid submission date format
778,0,False,Invalid submission date format
779,0,False,Invalid submission date format
780,0,False,Invalid submission date format
781,0,False,Invalid submission date format
782,0,False,Invalid submission date format
783,0,False,Invalid submission date format
784,0,False,Invalid submission date format
785,0,False,Invalid submission date format
786,0,False,Invalid submission date format
787,0,False,Invalid submission date format
788,0,False,Invalid submission date format
789,0,False,Invalid submission date format
790,0,False,Invalid submission date format
791,0,False,Invalid submission date format
792,0,False,Invalid submission date format
793,0,False,Invalid submission date format
794,0,False,Invalid submission date format
795,0,False,Invalid submission date format
796,0,False,Invalid submission date format
797,0,False,Invalid submission date format
798,0,False,Invalid submission date format
799,0,False,Invalid submission date format
800,0,False,Invalid submission date format
801,0,False,Invalid submission date format
802,0,False,Invalid submission date format
803,0,False,Invalid submission date format
804,0,False,Invalid submission date format
805,0,False,Invalid submission date format
806,0,False,Invalid submission date format
807,0,False,Invalid submission date format
808,0,False,Invalid submission date format
809,0,False,Invalid submission date format
810,0,False,Invalid submission date format
811,0,False,Invalid submission date format
812,0,False,Invalid submission date format
813,0,False,Invalid submission date format
814,0,False,Invalid submission date format
815,0,False,Invalid submission date format
816,0,False,Invalid submission date format
817,0,False,Invalid submission date format
818,0,False,Invalid submission date format
819,0,False,Invalid submission date format
820,0,False,Invalid submission date format
821,0,False,Invalid submission date format
822,0,False,Invalid submission date format
823,0,False,Invalid submission date format
824,0,False,Invalid submission date format
825,0,False,Invalid submission date format
826,0,False,Invalid submission date format
827,0,False,Invalid submission date format
828,0,False,Invalid submission date format
829,0,False,Invalid submission date format
830,0,False,Invalid submission date format
831,0,False,Invalid submission date format
832,0,False,Invalid submission date format
833,0,False,Invalid submission date format
834,0,False,Invalid submission date format
835,0,False,Invalid submission date format
836,0,False,Invalid submission date format
837,0,False,Invalid submission date format
838,0,False,Invalid submission date format
839,0,False,Invalid submission date format
840,0,False,Invalid submission date format
841,0,False,Invalid submission date format
842,0,False,Invalid submission date format
843,0,False,Invalid submission date format
844,0,False,Invalid submission date format
845,0,False,Invalid submission date format
846,0,False,Invalid submission date format
847,0,False,Invalid submission date format
848,0,False,Invalid submission date format
849,0,False,Invalid submission date format
850,0,False,Invalid submission date format
851,0,False,Invalid submission date format
852,0,False,Invalid submission date format
853,0,False,Invalid submission date format
854,0,False,Invalid submission date format
855,0,False,Invalid submission date format
856,0,False,Invalid submission date format
857,0,False,Invalid submission date format
858,0,False,Invalid submission date format
859,0,False,Invalid submission date format
860,0,False,Invalid submission date format
861,0,False,Invalid submission date format
862,0,False,Invalid submission date format
863,0,False,Invalid submission date format
864,0,False,Invalid submission date format
865,0,False,Invalid submission date format
866,0,False,Invalid submission date format
867,0,False,Invalid submission date format
868,0,False,Invalid submission date format
869,0,False,Invalid submission date format
870,0,False,Invalid submission date format
871,0,False,Invalid submission date format
872,0,False,Invalid submission date format
873,0,False,Invalid submission date format
874,0,False,Invalid submission date format
875,0,False,Invalid submission date format
876,0,False,Invalid submission date format
877,0,False,Invalid submission date format
878,0,False,Invalid submission date format
879,0,False,Invalid submission date format
880,0,False,Invalid submission date format
881,0,False,Invalid submission date format
882,0,False,Invalid submission date format
883,0,False,Invalid submission date format
884,0,False,Invalid submission date format
885,0,False,Invalid submission date format
886,0,False,Invalid submission date format
887,0,False,Invalid submission date format
888,0,False,Invalid submission date format
889,0,False,Invalid submission date format
890,0,False,Invalid submission date format
891,0,False,Invalid submission date format
892,0,False,Invalid submission date format
893,0,False,Invalid submission date format
894,0,False,Invalid submission date format
895,0,False,Invalid submission date format
896,0,False,Invalid submission date format
897,0,False,Invalid submission date format
898,0,False,Invalid submission date format
899,0,False,Invalid submission date format
900,0,False,Invalid submission date format
901,0,False,Invalid submission date format
902,0,False,Invalid submission date format
903,0,False,Invalid submission date format
904,0,False,Invalid submission date format
905,0,False,Invalid submission date format
906,0,False,Invalid submission date format
907,0,False,Invalid submission date format
908,0,False,Invalid submission date format
909,0,False,Invalid submission date format
910,0,False,Invalid submission date format
911,0,False,Invalid submission date format
912,0,False,Invalid submission date format
913,0,False,Invalid submission date format
914,0,False,Invalid submission date format
915,0,False,Invalid submission date format
916,0,False,Invalid submission date format
917,0,False,Invalid submission date format
918,0,False,Invalid submission date format
919,0,False,Invalid submission date format
920,0,False,Invalid submission date format
921,0,False,Invalid submission date format
922,0,False,Invalid submission date format
923,0,False,Invalid submission date format
924,0,False,Invalid submission date format
925,0,False,Invalid submission date format
926,0,False,Invalid submission date format
927,0,False,Invalid submission date format
928,0,False,Invalid submission date format
929,0,False,Invalid submission date format
930,0,False,Invalid submission date format
